This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202203 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
193204, -40.7620, -16.8293, -35.3448, -29.6236, -18.0051, -20.9656,  -8.9230, -15.0032, -17.6031, -14.3736, -18.4771, -13.5659, -15.4668, -16.6895, -22.6971, -15.4931, -16.2160, -17.9201, -14.2341, -15.2035, -18.4695, -20.7599, -19.7955, -22.1641, -22.9167
193205, -12.8641, -35.2372,  -5.8922,  -9.8691, -10.2889, -11.9878, -21.8163, -22.1664, -17.4305, -20.4772, -24.3052, -24.6153, -27.1570, -24.0855, -26.4443, -21.1376, -20.9084, -18.3597, -19.1994, -27.9405, -21.0508, -17.9868, -31.5850, -36.7136, -10.8108
193206,  35.7939, -16.9948,   5.3018,  -5.9335,  -3.4124,  -9.2656,  -4.9040,  -5.9057,  10.9657,   6.5301,   5.6712,   2.8539,   6.5932,   4.8904,   0.4757,   0.3368,   2.3373,  -5.4428,   8.7345,   0.4792,  -4.5128,  -1.0959,   3.9830,   8.1960,  21.2121
193207, 147.8401,  14.3231,  39.3873,  38.2866,  54.5473,  37.5774,  27.6658,  41.8126,  51.9356,  69.5152,  26.4707,  30.2539,  39.3395,  54.9295,  68.8204,  30.0818,  33.1495,  35.7179,  68.7899,  80.0358,  26.2382,  37.0706,  50.1524,  56.4150,  98.0392
193208,  49.3739,  94.6241,  91.2211,  83.8394,  99.5503,  34.3849,  67.0166,  56.0549,  62.6508,  89.9724,  54.4182,  38.9286,  46.8716,  70.1732,  70.4852,  29.0002,  45.2817,  64.0747,  63.5623,  86.6040,  30.2852,  34.0755,  46.9258,  51.8697,  65.3465
193209, -27.1191, -11.0603, -17.6798,  -4.5548, -17.2166,  -1.7021,  -6.3692,  -5.5381,  -7.9104, -12.5966,  -5.8415,  -8.3624,  -3.1992, -11.9790,  -9.1765,  -0.3496,  -5.4480,  -8.2207,  -7.1175,  -8.9044,  -0.3497,  -6.8831,  -8.8904,  -2.8747,  15.5689
193210,  -9.1645, -13.1779, -27.4532, -20.3610, -19.6691, -12.4439, -21.9808, -17.3943, -24.8176, -22.5008, -15.3344, -15.9728, -21.4433, -23.5763, -25.7489, -11.3705, -18.3349, -19.0329, -20.3835, -25.6917, -11.5382,  -9.8780, -15.3861, -19.6286, -30.0518
193211, -26.5600, -13.2958,  -5.2455, -11.9950,  -7.2325,  -3.9727,  -7.5773,  -8.9709,  -7.9941, -17.4380,  -3.9005,  -1.5786,  -8.7303, -11.0156, -15.5085,   2.0443,  -5.5604,  -9.6250, -15.3017, -19.9830,  -3.7974,  -2.8713, -10.6951,  -8.5679, -31.1111
193212,   7.0207, -11.8895,  -8.8766, -12.6054, -16.4472, -19.5821, -16.2821,  -2.1227, -11.4732,  -7.5907,  -2.6853,   2.6353,   0.5056,  -6.2144,  -4.9894,   2.3670,  -0.6313,   1.1524,   0.3986,  -9.9337,   6.0011,   6.9078,   1.0294,  -7.6233,  15.0538
193301,  57.2754,  -0.9456,   4.0428,  -7.1322,   3.5519,   7.5440,   6.0150,   3.3129,   5.4286,   7.6263,   0.8209,   6.7380,   2.0897,   3.8478,  12.8206,   2.0898,   3.3381,   4.2079,   4.4423,  16.5315,  -0.5294,  -0.5095,   4.3761,   3.5593,  14.9533
193302, -44.6775, -18.8320, -19.6492, -14.5265, -15.7559, -26.7740, -26.6756, -23.8907, -20.3694, -21.0749, -16.6699, -18.1870, -18.4226, -19.6347, -19.8148, -13.5966, -16.5867, -13.7149, -12.4654, -22.9726, -15.1230, -17.9092, -15.9263, -17.6246, -24.3902
193303, -16.5161,   7.1789,  -8.5596,   5.6542,  18.4211,  14.2512,  10.1934,   3.3928,  13.6027,  21.9814,  -0.6633,   9.7638,   5.4175,  15.7173,   6.6347,   9.3767,  12.1776,  13.9989,  10.0411,   7.9911,  -1.2607,   4.9035,   5.8959,   7.6360,   7.5269
193304,   7.0263,  50.5316, 102.1371,  48.4433,  48.5670,  28.2345,  46.2985,  60.7763,  64.1700,  53.2494,  46.5799,  39.8631,  60.8322,  59.2018,  56.3989,  34.9593,  56.5809,  50.0833,  44.3009,  74.4518,  32.2585,  39.2851,  46.9085,  60.3504,  52.0000
193305,  73.2095, 126.0468,  68.5326, 103.1955, 100.0677,  76.4962,  77.9946,  75.4858,  77.5107,  58.1352,  56.9282,  38.5800,  43.2502,  61.0515,  48.9917,  22.6629,  30.6640,  35.8523,  40.1926,  62.8422,  16.8787,  13.7104,  21.1861,  32.7541,  25.0000
193306,  73.2389,  60.3142,  45.8315,  27.2743,  24.6394,  23.5274,  15.3904,  22.1730,  21.4709,  18.9798,  28.8014,  13.3478,  14.5814,  14.1657,  37.7128,  11.5096,  11.4011,  16.0879,  17.5921,  14.8337,  10.4494,  12.9490,  14.5111,  20.7261,   4.7368
193307,  -3.2258, -11.9385,  -8.1092,  -2.9879,  -5.4094,  -9.0649, -15.6326,  -9.7948, -11.6557,   1.2016, -10.0607, -14.5359, -13.7128, -16.7059, -18.0049, -10.3371, -10.0246, -14.5278, -11.7729,  -6.5447,  -8.5493, -11.5926, -12.1812, -10.1514,  -7.5876
193308,   0.0000,   7.3704,   4.7988,   6.6748,   1.3470,   7.7181,   8.6423,  10.0746,   7.2423,   6.4516,  12.0673,  19.1340,  14.5077,  12.6686,  16.3556,  14.6914,  16.8448,  13.8258,  17.4700,  21.3286,   8.4754,  16.2548,  15.7637,  13.7014,  23.6550
193309, -16.6667, -13.0863, -19.8890, -17.2691, -16.7293,  -6.6783, -11.4376, -17.2966, -12.8867, -26.1686, -13.5679,  -8.9165, -14.0542, -15.5529, -25.6755,  -7.0947, -11.8772, -17.7238,  -9.9761, -22.0871, -10.4860,  -7.4219, -11.7316, -17.3735, -27.2596
193310, -12.0000, -15.5561,  -6.0883, -10.1811, -16.4024, -12.3330,  -9.7684, -13.6573, -13.1222,  -8.9748,  -7.3953,  -8.8986, -12.7983, -15.0521, -14.6649,  -4.8400,  -8.0962, -10.5862, -14.6779, -19.1997,  -6.9847,  -4.7786, -10.8563, -17.4290, -19.1524
193311,   0.0000,   3.1602,  -1.4531,  12.6138,   7.5641,   2.5455,   7.0423,   3.7986,   7.6369,  -0.1905,   6.7243,   4.6692,   7.7535,   4.3385,  10.0793,   5.0372,  11.2909,   6.7132,   9.1372,  10.9693,   9.3038,   9.5233,  13.6934,  15.3305,   9.1554
193312, -36.3636,  -2.9947,  -7.6441,  -1.7815,   2.8531,   8.6324,   7.3523,   7.4427,  -2.1142,  -1.0289,  -1.2243,   2.6431,   6.6022,   3.3310,   5.3274,  -0.6631,   1.9498,   6.9789,  -1.8082,   7.6462,   1.3316,   1.5589,   0.5670,   5.4488,   7.9203
193401, 100.0000,  44.1836,  45.9357,  39.5351,  41.6175,  24.3293,  19.7365,  31.5054,  31.4249,  50.0577,  46.2430,  19.9189,  25.6096,  25.2233,  32.2780,  11.3486,  14.5471,  24.5266,  20.3429,  28.8641,   9.5433,   9.3710,  15.9930,  16.8934,  37.9130
193402, -14.2857,  12.0775,   3.5657,  11.6655,   6.1424,   0.1201,   0.9242,   2.9334,  -1.2453,   9.3432,   0.7456,   1.4567,   4.2111,   3.5162,   0.2398,  -3.3637,  -1.8504,  -2.9111,   0.8042,   0.4373,  -2.7980,  -2.8848,  -5.0544,  -5.5368,  -5.3839
193403,   8.3333,  -0.8893,   1.7648,   3.9274,  -2.1762,   1.7211,   2.2832,   0.8616,   1.0684,   3.0666,   5.8374,   3.0985,   0.5894,  -1.4603,  -4.4693,   1.2101,   0.8306,   0.5186,  -1.0045,   0.1178,  -0.6296,  -0.3288,  -1.5459,  -0.8676,   0.5379
193404,   0.0000,   2.1943,   5.5236,   5.4250,  -0.2127,   6.8358,   2.0347,  -3.6263,   1.0808,  -7.0056,  -3.9259,  -2.0636,  -2.6151,  -0.8467,  -3.1955,  -0.6075,   0.1582,  -0.7549,  -5.8959,  -6.6942,  -2.2033,  -1.3092,  -2.0762,  -5.8133,  -5.7601
193405, -11.5385,  -9.1744, -13.0676, -13.0519, -16.3325,  -9.0456,  -8.8404, -11.0235, -12.4521,  -6.0553,  -7.2457,  -7.7374,  -9.9925,  -8.5887, -14.5021,  -5.9895,  -7.2465, -11.9539,  -8.4325, -15.1982,  -6.8031,  -7.2410,  -6.7256, -13.3485, -18.7982
193406, -21.7391,  -3.1430,   2.6837,  -0.8867,  -0.2235,   3.7931,   1.7813,  -2.4679,  -0.6749, -11.2815,   2.8488,   3.3214,  -0.7159,   1.8265,  -0.0447,   3.0395,   2.7047,   2.0007,   5.9471,  -0.8835,   1.5684,   2.6038,   2.8994,   3.0997,   4.8717
193407, -20.3723, -30.1093, -27.6738, -23.5124, -23.5599, -20.1520, -17.3684, -23.4764, -26.7012, -24.1347, -16.6517, -17.0404, -16.0820, -20.1676, -24.3904, -12.5220, -10.3567, -14.2767, -18.5981, -35.3549,  -7.2558,  -8.3111, -14.7546, -19.2236, -30.8430
193408,  15.1231,  18.6339,   9.7150,  11.0631,  13.0108,  14.7217,   6.7504,   8.8462,  13.3312,  11.1372,   7.4925,   9.2468,   7.4656,  12.3897,   8.0272,   5.8549,   6.2915,   4.8105,  10.1757,  11.5814,   4.7332,   4.8020,   4.1044,   2.3771,   8.5384
193409,  -1.8045, -10.0535,  -2.4309,  -0.5123,  -2.5156,  -2.1715,  -0.4981,  -3.2605,  -1.9465,  -4.5741,  -2.5465,   1.1297,  -0.6682,  -2.7669,  -0.4534,  -1.8347,  -0.1080,  -1.0146,  -1.3423,   2.1654,  -0.1958,  -1.0848,  -0.9270,  -1.1606,   2.3732
193410,   2.8464,   0.1706,  -1.6112,  -9.2318,  -2.4000,  -6.0012,   0.9428,  -2.1322,  -1.4852,  -4.6699,   1.1779,  -0.7435,   1.2492,  -5.5596,  -7.2484,   0.0161,   0.3247,   1.3650, -10.4623,  -9.9682,   0.3915,  -1.8914,  -6.0120,  -6.1478,  -7.2439
193411,   7.2058,  12.3791,  24.6812,  18.0009,  14.9260,  24.9802,  20.3166,  19.7197,  13.4852,   5.1397,  13.4824,  12.6444,  12.2376,  19.0660,   4.2346,  13.1750,  12.3074,  11.8364,  11.9360,   7.0080,   9.9415,   4.0121,   5.4748,  11.7916,   3.6748
193412,   6.1477,  -3.1816,   0.4724,   0.4540,  -2.4569,   5.1311,   2.3096,   2.8146,   3.5858,   1.4545,   3.1309,   2.4056,   2.2883,   3.9226,  -3.8287,   2.2297,   3.0339,   3.4546,   1.3675,  -5.4520,   0.3743,  -0.7134,  -1.7368,  -0.2728,  -4.2897
193501,  -3.9713, -10.8183, -10.2910,   1.9391,  -3.9229,  -8.9719,  -1.4076,  -2.6296,  -4.1356,  -3.8970,  -4.5874,  -4.9985,  -2.8885,  -1.6133,  -3.7780,  -4.5246,  -2.7578,  -3.8327,  -6.1163, -14.8120,  -2.1877,  -3.9566,  -2.8178,  -8.8098, -14.0340
193502, -11.0608, -14.3711,  -7.8962,  -8.5876, -10.6317,  -1.7326,  -4.4535,  -4.7986,  -4.0731, -10.0342,  -0.2162,  -3.6255,   0.1461,  -6.4820, -11.8354,   0.1560,   0.8298,  -0.0248, -10.2833, -22.1169,  -0.1353,  -2.2815,  -4.9028,  -9.7830, -13.7848
193503,  -5.4647, -14.6058,  -9.5575, -14.0964, -11.4971, -11.3584,  -7.8427,  -7.9243,  -7.2536, -13.6603,  -1.8601,  -9.7775,  -5.1954, -11.1255, -12.6992,  -4.6920,  -6.3569,  -6.3199,  -6.2521,  -9.5393,  -3.8651,  -2.9174,  -1.6481,  -8.8943,  -7.1090
193504,  37.0073,   0.7346,   9.4140,  11.5659,  12.7412,   9.6309,  10.5025,  12.1104,   5.8889,  11.1628,   4.4902,  11.8295,   5.8972,  11.5241,  11.0491,   5.6863,   6.1479,   5.5046,   7.7891,  11.3624,   6.8739,  10.6020,  10.7805,  13.7142,  15.1017
193505, -18.3239,  -2.2941,   8.0814,   1.2797,   1.2870,  -2.1878,   0.0027,   5.3567,   4.5694,   0.5078,   3.9257,  -1.4732,   0.7571,  -2.3444,   3.9311,  -0.0064,   1.1237,  -0.7090,   4.8048,   2.1473,   2.2934,   5.0245,   4.4990,   2.5007,   7.3971
193506,   1.6084,  -1.0440,  -2.7617,   3.7484,   1.1195,   7.8318,   7.6674,   5.4949,   3.9308,  -2.1625,   4.1485,  10.4715,   6.6319,   3.4887,   4.5204,   4.7311,   8.0755,   6.0299,   3.2633,   2.3783,   6.4308,   4.7006,   4.0441,   7.6356,  17.1331
193507,  10.2251,  21.4927,  18.6968,  15.7150,  13.0363,  12.0979,  15.0304,  14.4741,  13.6484,  14.7129,   7.4087,   6.8730,  12.3271,   7.5606,  13.4613,   6.6495,   6.3447,   6.2931,   8.4015,  18.6276,   7.2218,   6.0360,   4.9121,  12.6184,   9.9675
193508,   6.8846,  -0.2775,  13.7268,  14.5178,  20.0075,   8.6311,   5.1571,   5.3835,  11.9284,  14.5350,   0.8269,   1.3696,   5.9768,   5.0367,  14.2736,   0.4918,   3.5938,   3.2766,   2.4919,   5.7013,   2.1461,   0.7421,   1.7086,   3.4228,   5.3070
193509,  -9.1332,  19.8741,   1.1404,   8.1213,  -5.5939,  10.6087,   5.1272,   3.0016,   3.4439,   1.9528,   1.9258,   6.9389,   4.6055,   6.9655,  -7.5865,   2.5098,   2.1294,   1.1838,   3.0804,  -0.1848,   5.1152,  -1.2847,   0.6299,   0.1058,   0.6884
193510,  11.8246,   3.0020,  10.0222,  13.3696,   4.5248,   9.2728,  13.1944,   9.2991,   9.5517,   7.3499,   9.0209,   9.2444,  10.1686,   9.5942,   8.0041,   6.3780,   6.7937,   4.8515,  11.5066,   6.6700,   6.2543,   8.4432,   7.0106,   7.6288,   6.2252
193511,  34.6434,   7.4916,  28.3549,  19.9069,  41.9289,   5.9586,   6.5051,   8.5602,  11.6385,  22.5351,  13.7463,   8.4699,   7.5950,   5.9684,  15.4175,   3.4881,   3.1344,   5.7002,   8.5990,  13.0451,   1.8683,   4.6670,   5.4266,   6.0828,  19.9586
193512,   9.3130,  -0.0468,   0.9245,   4.6823,   2.0621,   8.7505,   9.3770,  16.5655,   4.6675,   1.0530,   5.8355,   5.1884,   9.0073,  10.1694,  11.7214,   8.0070,   1.8727,   8.5272,  13.3314,   6.5367,   2.0256,   4.1851,   4.9218,   5.7308,   8.5821
193601,  24.7377,  36.5110,  11.4917,  19.2941,  32.4605,  16.5357,  11.7908,   8.0017,  12.1358,  27.1253,   3.9084,   9.6812,   8.9721,  10.9432,  11.8180,   4.0119,   6.1753,   8.4998,   9.6769,   7.6354,   3.0917,   5.7147,   8.4260,  13.0537,  18.4138
193602,  11.7560,  -4.3619,  14.1662,  10.3151,   9.2324,   1.6784,   6.0549,   6.0037,   9.7064,   3.6556,   1.8253,   2.1861,   4.8488,   6.0642,   3.8772,   2.4298,   3.2497,   5.8972,   3.5003,  10.2904,   1.5120,   0.8009,   3.6527,   3.0546,   2.9828
193603,   9.5233,  -2.2487,   4.3448,   3.3941,   0.7473,  -0.4437,   0.3366,   3.8005,  -2.3844,   0.2127,   4.0328,   3.4862,   3.2456,   4.7999,   1.8463,  -2.0551,  -0.1529,   1.4721,   2.2714,  -4.5656,   3.3120,   1.0702,  -2.8513,   1.9063,  -3.5447
193604, -28.4615, -25.4117, -12.0560, -13.9017, -22.5994, -19.3950, -14.0769, -16.3410, -15.5580, -18.9074,  -8.3683, -10.2540, -12.5356, -12.4629,  -8.9380,  -8.7955,  -9.2496, -11.9863, -10.4645, -14.4094,  -7.0019,  -8.2760,  -7.0269, -10.8221,  -8.5598
193605,   1.9807,  -1.2982,   4.2293,   8.0877,   6.4611,   4.9453,   4.5274,   6.2366,   5.6334,   6.5534,   1.5074,   4.5539,   6.7542,   3.5124,  12.3736,   5.1887,   1.2543,   3.3756,   5.1792,   7.8424,   4.7344,   4.3233,   4.5373,   5.7867,   6.8514
193606,  -0.2877,   1.5599,  -0.7387,  -2.4075,  -1.6637,  -2.3623,   1.5515,  -4.5166,  -1.7370,  -0.2402,  -2.4618,   0.0537,   0.8030,   3.0027,  -3.0797,   0.4887,  -1.3529,  -0.7490,   1.3710,  -1.7939,   3.8076,   1.5855,   1.9991,   1.9056,   1.9782
193607,  -0.5768,  -1.9998,  14.8857,   9.2851,   6.7093,  10.7341,  14.2083,   9.3430,   6.5477,   3.5766,   7.5507,   9.4038,   6.0758,   7.6432,  15.1666,   7.9686,   2.9715,   7.8546,  11.1559,  13.7510,   5.7559,   5.8058,   5.5098,  10.7851,   9.2827
193608,  -3.5566,  -4.1484,   5.9365,   3.3352,   2.1466,  -1.3954,   3.2987,   1.9403,   3.1985,   4.5270,   1.2349,   0.7072,   3.5883,   2.7014,   6.5741,   0.3457,   1.2018,   3.5820,   2.9898,   5.2222,  -0.6470,   0.6275,   0.2592,   2.2466,   3.7327
193609,  -1.1114,   8.8068,   2.0482,   6.7603,   5.7802,   3.8743,   2.5898,   2.1918,   5.0986,   2.3519,   2.6231,   0.4282,   4.2437,   5.7180,   1.3041,   1.0383,   2.8437,   2.1879,   0.1730,   2.7578,   0.2713,   1.0309,  -0.0917,   1.3261,  -0.5962
193610,  13.5021,   7.6672,   5.9284,   8.1560,   8.0163,   1.6250,   5.6625,   9.1337,   7.6552,   7.2078,   4.3333,   1.8265,   8.1181,   5.9105,   5.9354,   3.1732,   4.2458,   8.8569,  15.9190,   3.5612,   6.7246,   4.6364,   9.5855,  10.2961,   5.3526
193611,   9.8463,  19.1822,   9.2381,  14.2590,  12.4965,  12.8150,   9.2525,   7.3884,  11.7603,  11.9017,   8.2500,   7.9094,   7.6250,  10.2142,   7.8473,   4.3446,   2.5138,   8.0516,   7.4051,   3.9367,   1.8162,   2.3506,   1.8994,  -1.0889,  -3.4971
193612,  -3.8593,  -1.7636,   3.9290,  -1.1514,   3.4279,   1.9598,   1.8236,  -0.2101,   6.3967,   9.1846,   0.4539,   1.6887,   2.5106,   0.6436,   6.2044,  -0.4820,   0.7629,   0.8794,   3.4338,   1.9867,  -2.7568,  -1.5103,   0.8725,   4.6905,  -0.4687
193701,  14.9621,   4.3302,  20.6231,   9.5254,  11.3146,  11.2592,   7.2244,   4.1195,   7.2690,   9.3663,   5.5288,   3.5124,   7.5764,   8.8506,   6.0969,   3.8457,   4.9706,   3.5664,   2.4228,   9.7037,   3.5412,   2.8688,  -0.3235,   3.0317,  10.8936
193702, -10.4533,  25.4643,  -9.1185,   9.0038,  10.2590,  -2.4098,   3.1029,   1.2405,   0.5882,   9.3998,   3.2319,   2.0595,   0.7359,   1.3172,   7.1409,   1.1511,   1.9895,   2.0309,   1.9450,  10.1967,  -0.6552,  -0.5702,   0.5651,   2.0659,   9.9672
193703,  -9.9226, -16.8656,   6.4900,  -0.9320,   4.0978,  -3.3949,  -4.0505,  -0.8340,   2.3004,   0.8168,  -3.3317,  -1.7689,   0.3431,  -2.4799,   5.4387,  -3.0792,   0.1888,   0.9339,  -0.7249,  12.7253,  -2.2327,  -2.3888,  -0.4871,   3.3066,   7.4180
193704, -19.5677, -20.1978, -18.4175, -12.9518, -18.0109,  -9.1163, -10.9528, -11.6145, -15.0538, -13.9659,  -8.0849,  -9.4641,  -6.8061,  -8.6913, -10.2879,  -6.7368,  -8.7542,  -9.9142, -14.1081, -11.3923,  -7.1340,  -5.0758,  -6.2913,  -7.5379, -10.1009
193705,  -5.4126, -13.8195,  -2.0573,  -1.0991,  -3.9191,  -0.6821,  -0.9704,  -3.1119,  -2.9240,  -7.9238,  -1.1078,  -2.4434,  -3.6484,  -0.9049,  -3.1771,  -1.2613,  -1.4988,  -2.9189,  -2.9653,  -1.8222,  -0.0815,  -3.1026,   0.1320,  -3.1329,  -2.7566
193706, -12.3896,  -6.5963, -15.7325,  -9.3458, -13.8843,  -8.5569,  -8.2978,  -5.8610,  -8.0285, -15.0922,  -6.6542,  -6.8904,  -6.1402,  -7.7342,  -8.5640,  -4.3419,  -6.7677,  -5.5732,  -7.0402, -11.1426,  -4.7587,  -2.1192,  -3.0740,  -4.7518,  -7.7419
193707,  13.7978,  11.6345,  13.3412,  11.5743,  10.9210,  11.6012,  11.1152,   8.8279,   9.3517,   9.1366,   8.3666,  11.7976,   6.5058,   7.2310,   9.8955,   7.3973,   8.9084,   7.0250,   9.8032,   8.0451,   8.5981,  10.4377,   6.8978,  10.4698,  10.9396
193708,  -5.3190,  -9.3757, -10.2612,  -5.2742,  -6.5595,  -7.6675,  -5.8099,  -3.9213,  -5.7727,  -3.5376,  -3.3615,  -5.8986,  -5.5994,  -4.1456,  -7.2377,  -4.7465,  -3.7294,  -4.1978,  -5.8605,  -7.9964,  -3.6751,  -7.0280,  -5.3625,  -6.6201,  -8.3123
193709, -23.1222, -28.9738, -22.8961, -22.3785, -23.4028, -24.3358, -20.8744, -21.3215, -21.4420, -24.1732, -21.5597, -20.7381, -20.3568, -17.9661, -25.4757, -17.6823, -18.2055, -15.6365, -20.1148, -22.5153, -11.6549, -15.4866, -10.0506, -15.9305, -20.3296
193710,  -7.5182,  -8.4668,  -9.9251,  -7.7105,  -8.1009, -11.4932, -10.1652, -10.4345, -12.2073, -13.0663, -13.1020, -10.2480, -12.0152,  -8.8371, -12.2617,  -7.2473, -10.6323,  -9.0956, -10.1288, -14.1574, -10.4806,  -9.3546,  -6.6298, -10.3529, -17.6606
193711,  -3.7743, -12.4625, -14.5539, -14.5215, -16.6441, -11.4599, -14.0644, -13.7862, -11.0751, -10.5122, -10.7244, -12.7315,  -8.5907, -10.6223, -11.2463,  -8.6084, -10.1321, -12.3149, -13.9854, -10.1705, -10.5541,  -9.9013,  -7.9884,  -7.1043, -10.1541
193712, -19.1425, -20.9875, -20.6094, -11.1803, -13.0202, -15.5869, -16.1362, -12.8383, -12.1562, -15.7680, -14.3311, -13.4807, -11.3445,  -8.4144, -16.8244,  -1.7768,  -8.2001, -10.9605, -10.9009, -10.5681,  -4.2591,  -5.0712,  -2.7633,  -5.9024,  -5.4239
193801,   8.7690,   6.6294,  14.0814,   5.2785,   5.3321,   3.7068,   7.1696,   2.2698,   4.7072,   5.3810,   2.3565,   6.3799,   5.9850,   4.2028,   0.2448,   2.3209,   0.6959,   4.8655,   3.4882,  -0.7199,   1.4312,  -0.3117,  -1.4456,  -0.3683,  -2.3044
193802,   4.1460,   2.1121,   3.2049,   3.3239,   0.0372,  11.5128,   6.4520,   5.4697,   4.6099,   6.7885,   8.3087,   6.1762,   5.9578,   3.4033,   7.1004,   3.9735,   7.1009,   5.8690,   4.9529,   4.7659,   5.7614,   6.9261,   4.1771,   5.7606,   5.9436
193803, -26.7554, -33.1334, -33.5205, -31.8826, -31.5129, -30.9441, -32.1556, -27.0715, -28.2947, -30.7151, -29.5786, -28.0768, -26.6790, -22.5940, -35.8616, -23.6752, -25.1388, -24.1470, -30.3486, -33.2440, -23.5687, -24.0317, -22.4090, -25.6879, -32.7821
193804,  25.6987,  28.6753,  22.4804,  20.9765,  20.3067,  20.3627,  20.6147,  18.8557,  20.3039,  20.7684,  21.8469,  17.7315,  17.9022,  11.3597,  25.7955,  18.2683,  14.4181,  15.7944,  20.6476,  16.8467,  12.7287,  14.5911,  14.0575,  17.1085,  11.2414
193805, -11.3309, -13.7358,  -9.1648,  -7.3328,  -5.7691, -11.5069,  -7.5053,  -7.0299,  -6.2235,  -9.1049,  -9.1355,  -4.6288,  -7.2593,  -5.1836,  -4.6640,  -5.0038,  -3.6094,  -3.6708,  -8.9359, -11.8307,  -3.6028,  -6.0844,  -2.6843,  -6.8450,  -4.4786
193806,  30.3407,  39.6314,  37.4453,  31.6663,  26.4746,  35.1501,  28.2159,  29.6500,  26.0608,  29.7542,  33.5501,  28.7315,  28.4619,  21.1928,  33.2202,  21.0590,  25.1554,  24.1362,  27.3471,  36.6967,  25.3060,  26.4602,  17.0486,  23.3291,  32.7496
193807,  22.3467,   3.5011,  24.1205,  15.7490,  16.0604,   9.4139,  15.9056,  16.1865,  14.1018,  13.0739,  13.9657,  13.0104,   9.0419,  11.7284,  14.5120,   8.9526,  12.9493,  13.9532,  10.5377,  15.8009,   7.6725,   4.6140,   5.3606,   5.2668,  11.2485
193808,  -9.7848, -16.6124,  -2.5087,  -7.2482, -12.9179,  -3.2923,  -4.4416,  -6.6227,  -5.7645,  -9.9441,  -3.7840,  -4.4743,  -3.8060,  -5.9510, -10.4051,  -4.3658,  -2.7016,  -5.1561,  -6.7597,  -7.3341,   0.0511,  -3.9769,  -6.4395,  -4.3846,  -7.4559
193809, -12.8536,   0.8414,  -6.3927,  -2.9206,  -3.5736,   1.2552,  -4.8644,  -2.2854,  -2.0201,  -1.9817,  -1.9694,  -1.1176,  -2.9068,  -1.7410,  -3.0473,  -0.7645,  -0.8268,  -2.0074,  -2.1514,  -3.6548,   1.0279,   0.9647,   0.4691,   0.9436,  -2.3083
193810,  10.8538,   3.8137,  18.4393,  16.9892,  14.4506,  14.1883,  20.4360,  11.7622,  14.6665,  21.6455,  12.1526,  14.1180,  10.4572,  12.4234,  22.2932,  12.2022,  11.0142,   9.6020,  13.6261,  21.2297,   6.6254,   4.7906,   5.6303,  12.7208,  17.5364
193811,  -6.9134,  -6.8885,  -8.4577,  -1.4827,  -6.9533,  -6.6896,  -7.0705,  -2.8812,  -4.6790,  -6.4250,  -2.2251,  -1.1424,  -0.4893,  -4.6353,  -8.4212,  -0.1286,  -1.0095,  -4.1275,  -3.6293,  -2.6973,  -2.2474,  -0.8943,  -3.6083,  -3.0678,  -3.6831
193812,   4.7146,   3.4527,  -2.0456,  -2.2168,  -2.8087,  11.2169,   4.1737,   4.9884,  -0.3464,   3.9061,   2.3726,   7.5520,   3.1466,   4.7314,   4.8224,   4.2722,   1.3668,   6.5778,   2.4072,  11.7637,   2.9830,   3.3155,   2.4552,   4.4026,  12.8050
193901,  -9.2646,  -0.2981, -10.8389,  -7.8491,  -8.0980,  -3.6735,  -9.8991,  -8.9701,  -8.2047, -13.1599,  -8.6354,  -8.9887,  -8.9990,  -7.9579, -10.2876,  -7.5448,  -8.0048,  -9.1129,  -3.6792, -12.6146,  -5.9553,  -4.3588,  -4.4176,  -8.8731, -13.1626
193902,   1.3477,  -0.6874,   4.9476,   0.8522,   6.4705,  -0.5896,   3.1515,   4.0353,   4.1239,   6.8688,   2.9253,   8.0730,   4.5154,   5.5492,   8.2175,   4.7069,   4.6542,   2.4254,   3.3639,   4.6672,   2.1749,   2.8358,   3.1275,   6.3982,   8.3546
193903, -29.5810, -22.4798, -22.4885, -19.7708, -20.8077, -20.3734, -19.7189, -16.7501, -19.6274, -25.9066, -18.5183, -17.5375, -16.9902, -17.7434, -24.2335, -11.7755, -18.1652, -20.7817, -17.0926, -28.6244, -11.1153,  -8.6386, -11.7062, -18.7046, -24.5218
193904,   4.5451,  -2.6785,   1.2187,   0.3019,   3.7154,  -1.4235,  -1.2730,   1.3330,   1.3725,   3.5578,   0.6188,  -0.1095,  -2.4492,  -2.5243,   3.5790,  -1.1618,   0.1307,   0.1086,   0.0812,   1.6089,  -0.6376,   0.3915,  -0.2352,  -2.6112,  -3.7457
